Test Result UID,Sample Name,Sample Type,Receipt Time,Test Time,Provider,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
KaYMhzcKEysbZj7an,Blaze-LRB,Concentrate,2017-12-21,2017-12-21,,0.0,0.0,,,,0.0,0.1,0.0,0.0,0.0,0.14,0.0,0.28,0.0,0.08,0.08,0.31,0.65,0.07,0.6,1.93,0.1,0.21,0.65,0.05,0.0,,1.83,0.01,81.34,0.01,0.01,0.95,0.01,,,3.5,0.96,0.15,
KahGMz9WK2PB8BRjc,Wounded Warrior #4 - LRB,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.23,0.0,0.04,0.04,0.03,0.14,0.0,0.24,0.44,0.03,0.08,1.22,0.0,0.0,,0.73,0.01,82.94,0.01,0.01,0.13,0.01,,,2.37,0.01,0.01,
Kc3nCarPPdBFmFsqJ,@Poofdaddy__ Pugsbreath,Concentrate,2017-12-08,2017-12-08,3,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.04,0.04,0.03,0.14,0.01,0.09,0.09,0.1,0.05,0.67,0.0,0.0,,5.09,0.01,77.64,0.01,0.01,0.01,0.01,,,3.18,0.65,0.01,
Kcygv5q2eQ2uhvxte,Monster Chem - LR,Concentrate,2017-04-18,2017-04-20,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.11,0.68,0.03,0.0,1.28,0.07,0.0,0.0,0.46,0.0,0.0,,49.4,,,0.0,0.28,,0.42,,,,2.81,0.6,
KczLWfsfhKoSEHdSP,Somango Widow - TR,Concentrate,2016-01-07,2016-01-09,,,,0.0,0.0,,0.0,0.04,0.0,0.02,0.0,0.08,0.0,0.07,0.0,0.51,0.04,0.1,0.24,0.09,0.24,0.47,0.07,0.06,0.49,0.06,0.02,,57.8,,,0.11,0.16,,0.02,,,,3.5,0.21,
KdsjeJHe8kevTxxyz,Shatter #2,Concentrate,,,41,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.12,0.0,0.02,0.08,0.26,0.11,0.0,0.51,0.07,0.01,0.03,0.36,0.0,0.0,,,,,,,,,,,,,,
KjgWNJ8nEBsezFW5L,Berry's Sour Creme,Concentrate,2015-09-15,2015-09-17,35,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.04,0.05,0.22,0.05,0.0,0.45,0.16,0.03,0.06,0.16,0.0,0.0,,65.3,,,0.35,0.37,,0.06,,,,1.97,0.83,
KmTM73y9Tnbt2gdWr,The Mystery - LR,Concentrate,2016-03-09,2016-03-11,2,,,0.0,0.17,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.18,0.0,0.01,0.19,0.43,0.08,0.0,0.97,0.42,0.0,0.13,0.27,0.0,0.0,,68.6,,,0.2,0.14,,0.0,,,,2.69,0.57,
KmXBEbNgDDu4aX7MJ,GMO-LR,Concentrate,2017-08-03,2017-08-03,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.36,0.05,0.0,0.2,0.02,0.49,0.69,0.0,0.11,1.8,0.0,0.0,,,,,,,,,,,,,,
KnrktwW3fWvixDLcN,Sour Mendo Chunk Live Resin,Concentrate,2017-03-14,2017-03-15,2,,,0.0,0.0,,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.15,0.0,0.34,0.04,0.29,0.17,0.0,0.67,0.71,0.05,0.09,1.36,0.0,0.0,,59.3,,,0.6,0.39,,0.46,,,,5.96,0.69,
KuAeFDJiNGLe2ZisY,Garlic Cookies - 1st Wash 70um,Concentrate,2017-03-17,2017-03-21,30,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.04,0.27,0.2,0.0,0.52,0.59,0.0,0.02,1.46,0.0,0.0,,64.4,,,0.26,0.16,,0.45,,,,2.21,0.6,
Kv3t2XPJARj5Timmh,Ghost Train,Concentrate,2017-06-06,2017-06-06,12,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.09,0.28,0.0,0.31,0.24,0.35,0.04,0.33,0.0,0.0,,4.93,0.01,71.64,0.01,0.01,0.42,0.01,,,5.45,0.49,0.11,
KwsRBogkWtjzATt2P,07011701,Concentrate,2017-07-11,2017-07-11,3,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.87,9.08,1.78,0.01,11.89,0.01,0.01,,,0.01,0.01,0.0,
L3xqDt2hZzPmsCE8M,Sunshine Daydream - LR,Concentrate,2016-01-26,2016-01-27,,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.2,0.02,0.21,0.15,0.02,0.35,1.5,0.18,0.0,0.78,0.01,0.0,,52.7,,,0.09,0.07,,0.02,,,,1.85,0.02,
L6yCJkSvhMwmetF3N,Grape Stomper Live Resin,Concentrate,2015-08-04,2015-08-05,13,,,0.0,0.0,,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.24,0.0,0.02,0.04,0.18,0.09,0.01,0.5,3.26,0.1,0.08,0.74,0.0,0.0,,65.9,,,0.02,0.09,,0.03,,,,0.31,0.09,
L77hktq9PRAJrram6,Lemon Cookies- LRC,Concentrate,2017-12-28,2017-12-28,,0.0,0.0,,,,0.13,0.11,0.0,0.0,0.0,0.11,0.0,0.16,0.0,3.0,0.0,0.14,0.51,0.21,0.19,0.19,1.44,0.24,0.75,0.14,0.05,,56.54,0.01,23.13,0.45,0.5,0.01,0.01,,,2.41,1.6,1.39,
LB4guwZNwvB7M2ECp,Blaze 1-122817-01,Concentrate,2018-01-04,2018-01-04,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.1,0.0,0.27,0.0,0.1,0.07,0.27,0.87,0.0,0.47,2.2,0.11,0.2,0.73,0.0,0.0,,1.29,0.0,84.4,0.0,0.0,0.81,0.0,,,3.44,0.93,0.0,
LDduQdgy8Zksqi5i2,Harambe OG - LRB,Concentrate,2016-08-27,2016-08-30,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.02,0.3,0.06,0.0,0.66,0.55,0.06,0.02,0.5,0.0,0.0,,71.7,,,0.34,0.24,,0.47,,,,2.84,0.67,
LGAXJ43PFdajc2EWS,Lemon Breath #3 - LRB,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.02,0.04,0.12,0.08,0.0,0.3,0.08,0.0,0.0,0.41,0.0,0.0,,0.91,0.01,81.4,0.01,0.01,0.01,0.01,,,3.47,0.67,0.01,
LGo4NcpAWsWbXhRRZ,Animal Cookies - LRB,Concentrate,2017-08-02,2017-08-02,,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.04,0.05,0.34,0.07,0.0,0.83,0.14,0.03,0.03,0.55,0.0,0.0,,1.51,0.01,88.1,0.01,0.01,1.08,0.01,,,2.68,0.01,0.1,
LHNXGzsJT9KnT8LJW,Laughing Gas,Concentrate,2017-11-30,2017-11-30,36,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.12,0.0,0.18,0.07,0.02,0.33,0.66,0.03,0.0,0.28,0.0,0.0,,2.97,0.01,82.04,0.01,0.01,0.59,0.01,,,5.56,0.39,0.15,
LHzgoxbmD47YTBZ8f,Sour Skywalker Cookie LRB,Concentrate,2017-01-27,2017-01-28,,,,0.0,0.0,,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.04,0.28,0.1,0.0,0.59,0.33,0.11,0.0,1.07,0.0,0.0,,70.2,,,0.34,0.26,,0.46,,,,3.56,0.92,
LJAMef9oD7Nd5hZKF,Viper City OG LR,Concentrate,2018-04-30,2018-04-30,,0.0,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.06,0.22,0.23,0.0,0.38,1.16,0.0,0.16,1.08,0.04,0.0,,1.02,0.01,91.9,0.01,0.01,0.01,0.01,,,2.13,0.01,0.01,
LQxkaW9g3uJxTQufa,Platinum Cookie - Terp Test,Concentrate,,,,,,0.0,0.0,,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.83,0.0,4.25,0.0,0.41,3.99,0.0,2.31,15.58,1.27,8.72,34.8,0.0,0.0,,,,,,,,,,,,,,
LS7AmPezYo3AgtbPB,Zod - LR,Concentrate,2016-07-02,2016-07-06,,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.03,0.04,0.25,0.26,0.0,0.53,0.34,0.03,0.03,0.8,0.0,0.0,,72.3,,,0.59,0.0,,0.51,,,,4.65,0.93,
LTXhjDw2uF9kAw2Am,Sample A,Concentrate,2016-12-06,2016-12-07,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.39,0.0,0.0,0.09,0.05,0.38,0.0,0.27,1.58,0.0,0.21,0.22,0.0,0.0,,70.7,,,0.21,0.27,,0.48,,,,2.75,0.72,
LTitvLEgN78aKW9z9,Blue Dream Live Resin,Concentrate,2016-01-27,2016-01-27,23,,,0.0,0.0,,0.0,0.07,0.0,0.03,0.0,0.0,0.0,0.08,0.0,0.02,0.01,0.15,1.22,0.01,0.35,0.98,0.01,0.28,0.36,0.01,0.0,,53.4,,,0.09,0.08,,0.02,,,,0.79,0.02,
LWFZ2HLGaz9QAxGWx,ASD0913MIXWAX,Concentrate,2017-09-21,2017-09-21,12,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.19,0.0,0.09,0.0,0.03,0.12,0.28,0.28,0.0,0.88,0.03,0.03,0.06,0.0,0.0,0.0,,77.63,0.01,0.01,1.02,1.33,0.01,2.05,,,0.26,6.58,0.87,
LXhm5mFxftw3ncZFk,Cookies N Creme HTSFE,Concentrate,2017-06-19,2017-06-19,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.46,0.0,0.81,0.25,0.0,2.71,0.71,0.04,0.29,3.07,0.0,0.0,,3.35,0.01,33.58,0.01,0.0,0.86,0.01,,,14.65,1.69,0.18,
LXwxD6DCXngbGBaHL,T1,Concentrate,2017-09-27,2017-09-27,60,0.0,0.0,,,,0.0,0.04,0.0,0.0,0.0,0.14,0.0,0.25,0.0,0.03,0.11,0.07,0.09,0.0,0.25,0.52,0.02,0.03,0.16,0.0,0.0,,6.44,0.01,83.81,0.01,0.01,0.01,0.01,,,2.84,0.84,0.01,
LZWS9RtrBvGQPzBfn,Sour Mendo Craft Cart,Concentrate,2018-04-27,2018-04-27,2,0.0,0.0,,,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.22,0.17,0.7,0.21,0.0,1.21,0.76,0.12,0.21,1.57,0.06,0.0,,54.77,0.01,11.24,0.01,0.66,0.01,0.01,,,1.77,1.88,5.38,
LetroYycxQmevriw8,CBD Live Resin 1,Concentrate,2017-12-18,2017-12-18,2,0.0,0.0,,,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.13,0.0,0.18,0.14,0.05,0.36,0.24,0.08,0.06,0.77,0.04,0.0,,1.94,0.01,85.28,0.01,0.01,1.34,0.01,,,0.73,0.01,0.01,
LiSbx7fYoCjr59kK6,Moonrocks,Concentrate,2016-07-26,2016-07-28,81,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.45,0.02,0.0,0.93,0.05,0.0,0.03,0.18,0.0,0.0,,40.86,,,0.27,0.78,,0.51,,,,1.13,0.55,
Lij7NDaeP36y2dihg,Gorilla Glue - LRB,Concentrate,2015-12-08,2015-12-10,,,,0.0,0.0,,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.09,0.0,0.03,0.01,0.17,0.05,0.01,0.41,0.2,0.02,0.02,0.49,0.01,0.0,,69.8,,,0.19,0.08,,0.03,,,,1.78,0.45,
LjakCCTnGfHq5dcYC,Harambe O.G. - LR,Concentrate,2016-09-28,2016-09-29,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.04,0.43,0.08,0.0,0.88,0.38,0.03,0.03,0.78,0.0,0.0,,64.7,,,0.35,0.31,,0.43,,,,2.74,0.7,
LprGWA66hSSSBEbrA,Gorilla Berries-Live Resin,Concentrate,2018-01-24,2018-01-24,36,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.27,0.0,0.06,0.06,0.26,0.1,0.0,0.33,0.22,0.0,0.05,0.35,0.04,0.0,,5.1,0.01,71.53,0.01,0.01,1.84,0.01,,,1.49,0.36,0.11,
LtzzwD3FwranPDhLJ,041918-05 Goji,Concentrate,2018-05-15,2018-05-15,,0.0,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.08,0.0,0.26,0.0,0.07,0.0,0.11,0.14,0.04,0.17,0.31,0.1,0.04,0.76,0.04,0.0,,1.65,0.01,86.0,0.01,0.01,1.81,0.01,,,2.12,0.01,0.01,
LutZy7PvK4vmYpZnf,White Elephant #1,Concentrate,2018-06-14,2018-06-14,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.21,0.0,0.05,0.08,0.19,0.08,0.0,0.55,0.07,0.0,0.09,0.24,0.04,0.0,,1.1,0.01,37.21,0.01,0.01,0.01,0.01,,,0.97,0.01,0.01,
Lwak2hrsEEWMkTm28,Hot Rod #2 - LRB,Concentrate,2017-06-19,2017-06-19,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03,0.0,0.04,0.0,0.15,0.23,0.0,0.0,0.35,0.0,0.0,,1.44,0.01,83.64,0.01,0.01,0.51,0.01,,,4.92,0.65,0.01,
LwtcL9TseEud2t7sb,Grand Valley Kush,Concentrate,2017-02-14,2017-02-16,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.05,0.23,0.04,0.0,0.63,1.21,0.0,0.0,0.45,0.0,0.0,,59.1,,,0.38,0.22,,0.36,,,,3.37,0.44,
LyvKyLmj63hxWcKoo,Pineapple Chunk HTFSE,Concentrate,2017-08-10,2017-08-10,2,0.0,0.0,,,,0.0,0.13,0.0,0.0,0.0,0.27,0.0,0.6,0.0,7.23,0.2,0.0,0.54,0.37,1.23,1.37,0.0,0.49,1.38,0.19,0.0,,7.12,0.01,35.37,0.01,1.84,1.53,0.01,,,12.98,0.01,0.12,
M2zTi5iJjfYrZz7Fh,White Skunk,Concentrate,2017-12-13,2017-12-13,,0.0,0.0,,,,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.04,0.24,0.25,0.23,0.0,0.53,0.49,0.15,0.03,0.18,0.0,0.0,,1.59,0.01,79.43,0.01,0.01,1.1,0.01,,,7.6,0.42,0.01,
M3osAGTyHr772KAHL,White Orange OG,Concentrate,2015-11-24,2015-11-28,,,,0.0,0.0,,0.0,0.05,0.0,0.01,0.0,0.06,0.0,0.27,0.0,0.1,0.01,0.09,0.14,0.02,0.25,0.2,0.0,0.03,0.64,0.01,0.0,,67.3,,,0.15,0.15,,0.05,,,,0.59,0.34,
M5ctTSZSsfD5TDFv4,Goji Cookies-012218-01-LRB,Concentrate,2018-01-31,2018-01-31,,0.0,0.0,,,,0.08,0.1,0.0,0.0,0.0,0.09,0.0,0.32,0.0,1.37,0.0,0.18,0.41,0.13,0.23,0.39,0.72,0.14,1.17,0.09,0.04,,2.27,0.0,87.36,0.0,0.0,0.0,0.0,,,3.99,0.48,0.0,
M6NaJGztgYjp7MtvG,031218-05 Super Lemon Haze LR,Concentrate,2018-03-22,2018-03-22,,0.0,0.0,,,,0.1,0.07,0.0,0.05,0.0,0.0,0.0,0.16,0.0,1.3,0.0,0.22,0.24,0.16,0.2,1.08,0.47,0.0,0.81,0.1,0.04,,1.97,0.01,80.08,0.01,0.01,0.01,0.01,,,8.28,0.86,0.01,
M7EjvSaeSP2Dobw5A,Gorilla Glue CO2,Concentrate,2017-12-05,2017-12-05,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.04,0.37,0.72,0.08,0.01,2.0,0.08,0.02,0.06,0.27,0.0,0.0,,18.09,0.01,29.55,0.01,0.1,1.05,0.01,,,1.11,0.82,0.46,
M7ybuBgZTd48bXk7e,Jedi Kush Rosin,Concentrate,2017-01-27,2017-01-28,7,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.1,0.15,0.17,0.0,0.52,0.28,0.0,0.08,0.97,0.0,0.0,,62.2,,,0.4,0.35,,0.55,,,,3.5,0.83,
M8Bi7LPrj3qTwdKPA,Distillate 105A,Concentrate,2017-12-30,2017-12-30,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86.98,5.53,0.0,2.26,1.33,0.0,0.29,,,0.0,2.17,0.0,
M8qJPgTmfRbaGQqxC,East Coast Strawberry,Concentrate,2015-12-03,2015-12-04,,,,0.0,0.0,,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.35,0.0,0.13,0.0,0.08,0.23,0.02,0.21,0.75,0.07,0.42,1.01,0.01,0.0,,62.4,,,0.23,0.13,,0.05,,,,1.32,0.35,
MARmQLkWbFaEBZc85,Blue Rhino,Concentrate,2018-01-19,2018-01-19,36,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.06,0.0,0.12,0.11,0.0,0.16,0.43,0.07,0.05,0.25,0.04,0.0,,1.3,0.0,90.92,0.0,0.0,0.0,0.0,,,1.9,0.34,0.05,
MAcLbnc9ZuPQwKaQt,Garlic Lemon- LRB,Concentrate,2017-08-19,2017-08-19,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.17,0.0,1.26,0.07,0.43,0.21,0.07,0.94,0.32,0.34,0.11,0.74,0.03,0.0,,,,,,,,,,,,,,
MAmneKhsHbv8tk9eR,Mendo Underdog LRB,Concentrate,2018-05-04,2018-05-04,,0.0,0.0,,,,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.07,0.08,0.16,0.16,0.0,0.32,0.32,0.0,0.06,0.84,0.04,0.0,,2.82,0.01,82.84,0.01,0.01,0.01,0.01,,,2.28,0.01,0.01,
MB8dgMZKRPtuwxy74,"""Bag 1""",Concentrate,2016-01-28,2016-02-01,,,,0.0,0.0,,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.11,0.0,0.14,0.05,0.23,0.26,0.01,0.43,0.63,0.05,0.0,0.99,0.01,0.0,,57.9,,,0.16,0.05,,0.02,,,,2.49,0.03,
MC59EDTwpgeWLGrnB,Garlic Chem -HTFSE,Concentrate,2017-07-29,2017-07-29,,0.0,0.0,,,,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.09,0.12,1.51,0.33,0.02,3.4,1.99,0.02,0.3,3.45,0.0,0.0,,5.2,0.0,55.68,0.0,0.0,1.29,0.0,,,2.23,0.0,0.5,
MG9tDbBrZSSzY2rsM,Slips Blend,Concentrate,2018-01-06,2018-01-06,,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.06,0.15,0.19,0.0,0.3,0.17,0.08,0.08,0.22,0.04,0.0,,2.58,0.01,83.82,0.01,0.01,0.01,0.01,,,3.93,0.49,0.0,
MGYhzGAChDTvu2Tfz,Double Tangie Banana ThcA,Concentrate,2018-03-15,2018-03-15,2,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.06,0.0,0.06,0.05,0.04,0.09,0.21,0.08,0.03,0.13,0.03,0.0,,1.52,0.01,90.6,0.01,0.01,0.01,0.01,,,2.74,0.01,0.01,
MHNwQtsQ3dcqnxjeC,Crazy Glue Rosin,Concentrate,2017-11-13,2017-11-13,,0.0,0.0,,,,0.0,0.03,0.0,0.0,0.0,0.06,0.0,0.11,0.0,0.02,0.07,0.13,0.03,0.0,0.39,0.01,0.0,0.03,0.03,0.0,0.0,,15.59,0.01,69.39,0.01,0.01,0.73,0.01,,,2.4,0.01,0.34,
MJPsBtX5Gt6CpkChy,Dementia Cured Cart,Concentrate,2018-02-09,2018-02-09,2,0.0,0.0,,,,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.13,0.07,0.11,0.09,0.0,0.18,0.26,0.09,0.09,0.51,0.04,0.0,,1.33,0.01,53.27,0.01,0.01,0.01,0.01,,,1.75,0.01,0.01,
MJr4DQJWgdqH3D8AE,Lemon Skunk x Strawberry Banana-013118-02-LRB,Concentrate,2018-02-09,2018-02-09,,0.0,0.0,,,,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.51,0.07,0.23,0.17,0.07,0.35,0.84,0.26,0.08,0.81,0.05,0.0,,2.34,0.01,84.14,0.01,0.01,1.01,0.01,,,2.52,0.74,0.01,
MJtHP6fjRRFz7mYau,Treetop Nitro Cookies,Concentrate,2016-08-30,2016-09-01,12,,,0.0,0.0,,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.04,0.03,0.31,0.15,0.0,0.62,0.11,0.0,0.01,0.34,0.0,0.0,,58.9,,,0.37,0.6,,0.49,,,,1.97,0.6,
MLpDXk3coPeoQbpxg,PF,Concentrate,,,16,,,0.0,0.01,,0.0,0.03,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.01,0.07,0.44,0.31,0.02,0.99,0.43,0.09,0.09,0.32,0.03,0.0,,,,,,,,,,,,,,
MPYm9ZSft6xqEMSZm,Moonshine Haze,Concentrate,2017-12-05,2017-12-05,12,0.0,0.0,,,,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.09,0.23,0.19,0.0,0.73,1.11,0.0,0.07,1.51,0.0,0.0,,1.62,0.01,80.72,0.01,0.01,0.95,0.01,,,2.53,1.1,0.07,
MSGiezc2Q4ZxTYYRX,Over the Moon Kush,Concentrate,2017-03-15,2017-03-17,34,,,0.0,0.0,,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.02,0.06,0.24,0.3,0.0,0.59,0.37,0.0,0.15,1.68,0.0,0.0,,57.9,,,0.29,0.21,,0.37,,,,1.68,0.5,
MSWHCiMf8vtrdigHC,Mendo + Critical Sensi Live Resin,Concentrate,2017-01-27,2017-01-31,2,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.05,0.22,0.0,0.0,0.59,0.15,0.03,0.0,0.28,0.0,0.0,,66.0,,,0.39,0.73,,0.47,,,,3.22,0.69,
MT6fJvxE7EEGRQ76j,Tangie Express Shatter,Concentrate,2016-06-28,2016-06-30,82,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.04,0.35,0.04,0.0,0.62,0.03,0.0,0.02,0.08,0.0,0.0,,65.8,,,0.33,0.39,,0.54,,,,1.83,1.02,
MTzWJBevEGp3sb5qb,Strawberry Lemonade-LR,Concentrate,2018-01-24,2018-01-24,,0.0,0.0,,,,0.07,0.08,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.8,0.06,0.22,0.18,0.1,0.35,0.76,0.34,0.08,0.76,0.07,0.0,,2.23,0.01,77.28,0.01,0.01,0.01,0.01,,,5.1,0.66,0.01,
MWSPGuK9Wz7aNJZNJ,AS Death Star Sugar,Concentrate,2016-08-30,2016-09-01,12,,,0.0,0.0,,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.07,0.3,0.02,0.0,0.46,0.03,0.0,0.0,0.12,0.0,0.0,,65.7,,,0.37,0.75,,0.54,,,,2.14,1.42,
MY2MRjTzmjAk5LQrj,Dabdo PTW,Concentrate,2016-08-30,2016-09-01,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.1,0.0,0.0,0.16,0.0,0.0,0.0,0.01,0.0,0.0,,70.5,,,0.46,0.34,,0.44,,,,2.85,0.54,
MYkRvXBvgeRBeQLEB,Skywalker Mendo LRB,Concentrate,2017-01-27,2017-01-28,,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.04,0.32,0.13,0.0,0.69,0.35,0.23,0.03,1.27,0.0,0.0,,70.7,,,0.33,0.25,,0.45,,,,3.19,0.96,
MacMPQ7KF9fgFfr6u,Sour Diesel - AS,Concentrate,,,12,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.0,0.0,0.66,0.0,0.0,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,
MfXFjKcqMvXZgjSLK,Errly Terps - Lemon Live Resin,Concentrate,2015-10-20,2015-10-21,13,,,0.0,0.0,,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.13,0.03,0.29,0.18,0.03,0.4,0.14,0.04,0.03,0.09,0.02,0.0,,47.3,,,0.19,0.1,,0.04,,,,0.33,0.31,
Mfe96nyB4bRZYQGq9,Lemon Cookie - LR,Concentrate,2016-10-11,2016-10-13,,,,0.0,0.0,,0.0,0.04,0.0,0.02,0.0,0.06,0.0,0.04,0.0,1.64,0.02,0.12,0.46,0.11,0.21,0.13,0.57,0.14,0.37,0.08,0.02,,60.1,,,2.23,0.23,,0.43,,,,6.89,0.69,
Mgki46yWXJXAzjf9f,Lost Souls-LR,Concentrate,2017-07-17,2017-07-17,,0.0,0.0,,,,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.52,0.0,0.0,0.04,0.09,0.14,0.0,0.31,0.77,0.05,0.04,0.98,0.0,0.0,,0.92,0.01,91.96,0.01,0.01,1.01,0.01,,,3.02,0.01,0.05,
MhLDn56uGdSy9Kp8d,Purple Skunk,Concentrate,2017-12-18,2017-12-18,,0.0,0.0,,,,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.19,0.0,0.91,0.16,0.06,1.94,1.72,0.13,0.08,1.03,0.05,0.0,,4.98,0.01,73.8,0.01,0.01,0.01,0.01,,,1.1,0.01,0.22,
MhaHEYPtNHCtQzjBc,Slips Blend,Concentrate,2018-01-05,2018-01-05,40,0.0,0.0,,,,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.06,0.15,0.19,0.0,0.3,0.17,0.08,0.08,0.22,0.04,0.0,,2.58,0.01,83.82,0.01,0.01,0.01,0.01,,,3.93,0.49,0.0,
